2026-02-10 19:29:40 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:33:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:34:22 | ERROR | unknown | anonymous | POST /api/v1/auth/login | - | -ms | Unhandled exception: gaierror: [Errno -3] Temporary failure in name resolution
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 19:42:44 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 19:44:51 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:44:51 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:44:51 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:44:51 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:44:51 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:44:51 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:44:51 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:44:51 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:44:52 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:44:52 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:44:52 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:44:52 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:44:52 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:44:52 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:44:52 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:44:52 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:44:56 | INFO | 285a73ed-b0ba-4aa4-8e06-02a701cad653 | anonymous | OPTIONS /api/v1/auth/login | 200 | 2.79ms | OPTIONS /api/v1/auth/login - 200 - 2.79ms
2026-02-10 19:44:57 | WARNING | unknown | anonymous | - /api/v1/auth/login | 401 | -ms | AppException: UnauthorizedError - Invalid credentials
2026-02-10 19:44:57 | INFO | d6fb5f54-266c-4b29-be29-8bffd3d97cc2 | anonymous | POST /api/v1/auth/login | 401 | 826.13ms | POST /api/v1/auth/login - 401 - 826.13ms
2026-02-10 19:45:14 | WARNING | unknown | anonymous | - /api/v1/auth/login | 401 | -ms | AppException: UnauthorizedError - Invalid credentials
2026-02-10 19:45:14 | INFO | 463ef51f-9e0d-4443-87ea-70a750357543 | anonymous | POST /api/v1/auth/login | 401 | 58.88ms | POST /api/v1/auth/login - 401 - 58.88ms
2026-02-10 19:45:37 | WARNING | unknown | anonymous | - /api/v1/auth/login | 401 | -ms | AppException: UnauthorizedError - Invalid credentials
2026-02-10 19:45:37 | INFO | d70d9c59-4575-4ea9-b73f-6bb0e2555411 | anonymous | POST /api/v1/auth/login | 401 | 6.44ms | POST /api/v1/auth/login - 401 - 6.44ms
2026-02-10 19:47:58 | WARNING | unknown | anonymous | - /api/v1/auth/login | 401 | -ms | AppException: UnauthorizedError - Invalid credentials
2026-02-10 19:47:58 | INFO | fb41c554-e249-4ec1-bf1f-bcfc2bc27a8d | anonymous | POST /api/v1/auth/login | 401 | 3.59ms | POST /api/v1/auth/login - 401 - 3.59ms
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 19:56:37 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 19:58:58 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 19:59:36 | INFO | f23e3c83-481c-4636-ae05-f8cdbfc842f7 | anonymous | OPTIONS /api/v1/auth/login | 200 | 0.16ms | OPTIONS /api/v1/auth/login - 200 - 0.16ms
2026-02-10 19:59:36 | INFO | f0ff36e4-8489-4616-a20d-ea3f29568e24 | anonymous | POST /api/v1/auth/login | 200 | 296.87ms | POST /api/v1/auth/login - 200 - 296.87ms
2026-02-10 19:59:37 | INFO | e1133af7-26d7-4f24-9216-a082f509ad94 | 2 | GET /api/v1/terminal/auto/instances | 200 | 46.5ms | GET /api/v1/terminal/auto/instances - 200 - 46.5ms
2026-02-10 19:59:37 | INFO | 60429eb1-d453-4ef8-a651-37bd629f9581 | 2 | GET /api/v1/terminal/auto/instances | 200 | 4.24ms | GET /api/v1/terminal/auto/instances - 200 - 4.24ms
2026-02-10 20:00:04 | INFO | f86daebd-8a07-4cf2-8380-cea353a4447b | 2 | GET /api/v1/terminal/auto/instances | 200 | 6.69ms | GET /api/v1/terminal/auto/instances - 200 - 6.69ms
2026-02-10 20:07:11 | INFO | 4b2aa5c5-0511-43e1-aefb-ad5384469d2d | 2 | POST /api/v1/terminal/auto/deploy | 201 | 104.68ms | POST /api/v1/terminal/auto/deploy - 201 - 104.68ms
2026-02-10 20:13:11 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 20:13:11 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 20:13:11 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 20:13:11 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 20:13:11 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 20:13:11 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 20:43:55 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 20:44:09 | INFO | f510ccf8-c382-4a4b-a8b9-274c177d590c | anonymous | POST /api/v1/terminal/auto/logout | 401 | 3.7ms | POST /api/v1/terminal/auto/logout - 401 - 3.7ms
2026-02-10 20:44:15 | INFO | d1efebf8-e4f6-4017-8c65-1ddab4e851cb | anonymous | OPTIONS /api/v1/auth/login | 200 | 0.15ms | OPTIONS /api/v1/auth/login - 200 - 0.15ms
2026-02-10 20:44:16 | INFO | 81018cc5-2c71-4d69-8a4d-5dc2ceb96a8f | anonymous | POST /api/v1/auth/login | 200 | 216.2ms | POST /api/v1/auth/login - 200 - 216.2ms
2026-02-10 20:44:16 | INFO | 38756475-0538-4faf-b566-05e8d5717d8d | 2 | GET /api/v1/terminal/auto/instances | 200 | 76.28ms | GET /api/v1/terminal/auto/instances - 200 - 76.28ms
2026-02-10 20:44:16 | INFO | e83fc2c6-bf8f-4003-8db9-2ef53caa1582 | 2 | GET /api/v1/terminal/auto/instances | 200 | 4.38ms | GET /api/v1/terminal/auto/instances - 200 - 4.38ms
2026-02-10 20:45:34 | INFO | 09861127-9962-4051-b203-c076084104db | 2 | POST /api/v1/terminal/auto/deploy | 201 | 457.78ms | POST /api/v1/terminal/auto/deploy - 201 - 457.78ms
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 20:46:26 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 20:55:30 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 20:55:40 | INFO | 806e67fa-8880-468a-95b0-e9fb34eaa960 | 2 | POST /api/v1/terminal/auto/logout | 200 | 56.1ms | POST /api/v1/terminal/auto/logout - 200 - 56.1ms
2026-02-10 20:55:40 | INFO | 4a167961-16d9-45cf-8ec0-d677f527b01e | 2 | POST /api/v1/terminal/auto/logout | 200 | 56.11ms | POST /api/v1/terminal/auto/logout - 200 - 56.11ms
2026-02-10 20:55:40 | INFO | 3d0c1baf-6ca1-496b-8f3d-f2e5623d4043 | 2 | POST /api/v1/terminal/auto/logout | 200 | 1.73ms | POST /api/v1/terminal/auto/logout - 200 - 1.73ms
2026-02-10 20:55:50 | INFO | 3ef92144-84a4-47e7-a5ff-cd21b255b5e8 | anonymous | OPTIONS /api/v1/auth/login | 200 | 0.27ms | OPTIONS /api/v1/auth/login - 200 - 0.27ms
2026-02-10 20:55:50 | INFO | c1655e2e-0eaa-4d34-8e71-0e7659a0fafd | anonymous | POST /api/v1/auth/login | 200 | 185.07ms | POST /api/v1/auth/login - 200 - 185.07ms
2026-02-10 20:55:50 | INFO | fd878530-2d1b-4ce8-98cb-c1a22f2be1f4 | 2 | GET /api/v1/v1/terminal/auto/instances | 404 | 0.17ms | GET /api/v1/v1/terminal/auto/instances - 404 - 0.17ms
2026-02-10 20:55:50 | INFO | 91cbac7d-04f3-4665-a4cf-261d1421c495 | 2 | GET /api/v1/v1/terminal/auto/instances | 404 | 0.13ms | GET /api/v1/v1/terminal/auto/instances - 404 - 0.13ms
2026-02-10 20:57:55 | INFO | 1e64f4f5-009a-4bf8-991d-b684dee5aeff | 2 | POST /api/v1/v1/terminal/auto/deploy | 404 | 0.38ms | POST /api/v1/v1/terminal/auto/deploy - 404 - 0.38ms
2026-02-10 20:59:10 | INFO | 775fb744-ce9c-4dfd-977e-6e162f6ec2a3 | 2 | POST /api/v1/terminal/auto/deploy | 201 | 172.8ms | POST /api/v1/terminal/auto/deploy - 201 - 172.8ms
2026-02-10 21:00:11 | INFO | ca10925e-d873-4cf2-ab46-42fdeed80b4c | 2 | GET /api/v1/terminal/auto/instances | 200 | 18.51ms | GET /api/v1/terminal/auto/instances - 200 - 18.51ms
2026-02-10 21:00:11 | INFO | 4538eb6a-7b34-42e0-b37d-a7f4a7c2e73d | 2 | GET /api/v1/terminal/auto/instances | 200 | 7.28ms | GET /api/v1/terminal/auto/instances - 200 - 7.28ms
2026-02-10 21:00:11 | INFO | d5c21c26-79cf-4faf-81d1-667227a87e2b | 2 | GET /api/v1/terminal/auto/instances | 200 | 4.31ms | GET /api/v1/terminal/auto/instances - 200 - 4.31ms
2026-02-10 21:00:11 | INFO | 1003c4cc-a00d-41fd-913a-47d824bf782f | 2 | GET /api/v1/terminal/auto/instances | 200 | 8.0ms | GET /api/v1/terminal/auto/instances - 200 - 8.0ms
2026-02-10 21:02:15 | INFO | ee6070d4-7ba8-4237-969a-ad2c575ef095 | 2 | POST /api/v1/terminal/auto/instances/3/control | 200 | 146.07ms | POST /api/v1/terminal/auto/instances/3/control - 200 - 146.07ms
2026-02-10 21:03:03 | INFO | b8a6baea-6e69-4789-8067-a5d149bfc378 | 2 | POST /api/v1/terminal/auto/instances/3/control | 200 | 43.01ms | POST /api/v1/terminal/auto/instances/3/control - 200 - 43.01ms
2026-02-10 21:03:09 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 21:03:09 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 21:03:09 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 21:03:09 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 21:03:09 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 21:03:09 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 21:08:04 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:08:04 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:08:04 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:08:04 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 21:08:04 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 21:08:04 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 21:08:04 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:08:04 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 21:08:05 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 21:08:05 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 21:08:05 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 21:08:05 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 21:08:05 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 21:08:05 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 21:08:05 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 21:08:05 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 21:10:18 | INFO | 2b1bb5d6-fbe9-4442-9ab7-fc105adc35ca | 2 | POST /api/v1/terminal/auto/instances/3/control | 200 | 127.71ms | POST /api/v1/terminal/auto/instances/3/control - 200 - 127.71ms
2026-02-10 21:10:18 | WARNING | unknown | 2 | - /api/v1/terminal/auto/instances/3/control | 400 | -ms | AppException: BadRequestError - Instance is not running
2026-02-10 21:10:18 | INFO | 4e031493-920b-4745-b1a0-5188b60678ca | 2 | POST /api/v1/terminal/auto/instances/3/control | 400 | 5.12ms | POST /api/v1/terminal/auto/instances/3/control - 400 - 5.12ms
2026-02-10 21:10:18 | INFO | 43091779-0c7c-4796-9dd1-6f5f997914b8 | 2 | POST /api/v1/terminal/auto/instances/3/control | 200 | 4.84ms | POST /api/v1/terminal/auto/instances/3/control - 200 - 4.84ms
2026-02-10 21:10:28 | INFO | b64e99b5-3fc1-49fc-8412-e6c083048cdb | 2 | GET /api/v1/terminal/auto/instances | 200 | 22.57ms | GET /api/v1/terminal/auto/instances - 200 - 22.57ms
2026-02-10 21:10:28 | INFO | 532150ea-1e54-4259-8a63-dfa84013168b | 2 | GET /api/v1/terminal/auto/instances | 200 | 23.32ms | GET /api/v1/terminal/auto/instances - 200 - 23.32ms
2026-02-10 21:10:28 | INFO | 4422d311-41a0-4085-9db4-95658f2ba0dc | 2 | GET /api/v1/terminal/auto/instances | 200 | 8.06ms | GET /api/v1/terminal/auto/instances - 200 - 8.06ms
2026-02-10 21:10:28 | INFO | 9ae5aee1-d0d1-4557-9455-79a934de5ed1 | 2 | GET /api/v1/terminal/auto/instances | 200 | 21.68ms | GET /api/v1/terminal/auto/instances - 200 - 21.68ms
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 21:34:36 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 21:34:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
